file_name,file_description,variable_name,variable_description,notes,data_type,valid_min,valid_max,response_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24
ema_later ,survey results from the later ema,emal_3_1,"Did you encounter any risky situations? If yes, rate the intensity of the situation. ","Item preceded by: Since your last survey…; risky (people, places, or things);  If you experienced more than one risky situation, rate the most intense one.; Responses were anchored as follows: 0 = No events, 4 = Mild, 8 = Moderate, 12 = Strong ",numeric,0,12,0 ,1,2,3,4 ,5,6,7,8 ,9,10,11,12 ,,,,,,,,,,,
ema_later ,survey results from the later ema,emal_4_1,"Has a hassle or stressful event occurred? If yes, rate the intensity of the event. ","Item preceded by: Since your last survey…; If you experienced more than one hassle or stressful event, rate the most intense one.; Responses were anchored as follows: 0 = No events, 4 = Mild, 8 = Moderate, 12 = Strong",numeric,0,12,0 ,1,2,3,4 ,5,6,7,8 ,9,10,11,12 ,,,,,,,,,,,
ema_later ,survey results from the later ema,emal_5_1,"Has a pleasant or positive event occurred? If yes, rate the intensity of the event.","Item preceded by: Since your last survey…; If you experienced more than one pleasant or positive event, rate the most intense one.; Responses were anchored as follows: 0 = No events, 4 = Mild, 8 = Moderate, 12 = Strong",numeric ,0,12,0 ,1,2,3,4 ,5,6,7,8 ,9,10,11,12 ,,,,,,,,,,,
ema_later ,survey results from the later ema,emal_6_1,How are you feeling right now?:  Unpleasant/Unhappy <-> Pleasant/Happy,"Responses were anchored as follows: 1 = Unpleasant/Unhappy,  11 = Pleasant/Happy",numeric,1,11,1 ,2,3,4,5,6,7,8,9,10,11 ,,,,,,,,,,,,,
ema_later ,survey results from the later ema,emal_7_1,How are you feeling right now?: Arousal/Alert <-> Calm/Sleepy,"Responses were anchored as follows: 1 = Aroused/Alert, 11 = Calm/Sleepy",numeric,1,11,1 ,2,3,4,5,6,7,8,9,10,11,,,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,response_id,Unique label assigned to each qualtrics survey response,,unordered,,,,,,,,,,,,,,,,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,subid,Participants subject ID number,,numeric,1,272,,,,,,,,,,,,,,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,ema_1,Have you drank any alcohol you have not yet reported?,,numeric ,1,2,No,Yes,,,,,,,,,,,,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,ema_1_1,Please indicate the date of the first drink that you have not yet reported:,,numeric ,,,,,,,,,,,,,,,,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,ema_1_2,Please select the hour of the first drink that you have not yet reported:,,numeric,,,1:00 AM,2:00 AM,3:00 AM,4:00 AM,5:00 AM,6:00 AM,7:00 AM,8:00 AM,9:00 AM,10:00 AM,11:00 AM,Noon,1:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Midnight
ema_morning.csv,survey results from the morning ema,ema_1_3,Please indicate the date of the last drink that you have not yet reported:,,numeric ,,,,,,,,,,,,,,,,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,ema_1_4,Please select the hour of the last drink that you have not yet reported:,,numeric,,,1:00 AM,2:00 AM,3:00 AM,4:00 AM,5:00 AM,6:00 AM,7:00 AM,8:00 AM,9:00 AM,10:00 AM,11:00 AM,Noon,1:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM,Midnight
ema_morning.csv,survey results from the morning ema,ema_1_5,Is your goal still to remain abstinent in the future?,,ordered,,,No,Uncertain,Yes,,,,,,,,,,,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,ema_2_1,How intense was your greatest urge to drink alcohol?,"Item preceded by: Since your last survey…; Responses were anchored as follows: following anchors: 0 = No urges, 4 = Mild, 8 = Moderate, 12 = Strong",numeric ,0,12,0 ,1,2,3,4 ,5,6,7,8 ,9,10,11,12 ,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,ema_3_1,"Did you encounter any risky situations?  If yes, rate the intensity of the situation.","Item preceded by: Since your last survey…; risky (people, places, or things);  If you experienced more than one risky situation, rate the most intense one. Responses were anchored as follows: following anchors: 0 = No events, 4 = Mild, 8 = Moderate, 12 = Strong ",numeric ,0,12,0 ,1,2,3,4 ,5,6,7,8 ,9,10,11,12 ,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,ema_4_1,"Has a hassle or stressful event occurred? If yes, rate the intensity of the event.","Item preceded by: Since your last survey…; If you experienced more than one hassle or stressful event, rate the most intense one.; Responses were anchored as follows: following anchors: 0 = No events, 4 = Mild, 8 = Moderate, 12 = Strong",numeric,0,12,0 ,1,2,3,4 ,5,6,7,8 ,9,10,11,12,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,ema_5_1,"Has a pleasant or positive event occurred? If yes, rate the intensity of the event.","Item preceded by: Since your last survey…; If you experienced more than one pleasant or positive event, rate the most intense one.; Responses were anchored as follows: following anchors: 0 = No events, 4 = Mild, 8 = Moderate, 12 = Strong",numeric ,0,12,0 ,1,2,3,4 ,5,6,7,8 ,9,10,11,12 ,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,ema_6_1,How are you feeling right now?:  Unpleasant/Unhappy <-> Pleasant/Happy,"Responses were anchored as follows: 1 = Unpleasant/Unhappy,  11 = Pleasant/Happy",numeric ,1,11,1 ,2,3,4,5,6,7,8,9,10,11 ,,,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,ema_7_1,How are you feeling right now?:  Calm/Sleepy <-> Arousal/Alert,"Responses were anchored as follows: 1 = Aroused/Alert, 11 = Calm/Sleepy",numeric,1,11,1 ,2,3,4,5,6,7,8,9,10,11 ,,,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,ema_8_1,How likely are you to encounter risky situations within the next week?,"risky (people, places, or things); Responses were anchored as follows: 1 = Very Unlikely, 4 = Unlikely, 8 = Likely, 11 = Very Likely",numeric ,1,11,1 ,2,3,4,5,6,7,8 ,9,10,11 ,,,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,ema_9_1,How likely are you to encounter a stressful event within the next week?,"Responses were anchored as follows: 1 = Very Unlikely, 4 = Unlikely, 8 = Likely, 11 = Very Likely",numeric,1,11,1,2,3,4 ,5,6,7,8 ,9,10,11 ,,,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,ema_10_1,How likely are you to drink any alcohol within the next week?,"Responses were anchored as follows: 1 = Very Unlikely, 4 = Unlikely, 8 = Likely, 11 = Very Likely",numeric,1,11,1 ,2,3,4 ,5,6,7,8 ,9,10,11 ,,,,,,,,,,,,,
ema_morning.csv,survey results from the morning ema,finished ,Indicates whether or not the participant finished the survey ,,numeric ,0,1,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,subid,Participants subject ID number,,numeric,1,272,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,response_id,Unique label assigned to each qualtrics survey response,,numeric,,,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,pacs_1,How often have you thought about drinking or about how good a drink would make you feel? ,,numeric,,,Never - 0 times during this period of time,Rarely - 1 to 2 times during this period of time,Occasionally - 3 to 4 times during this period of time,Sometimes - 5 to 10 times during this period of time,Often - 11 to 20 times during this period of time,Most of the time - 20 to 40 times during this period of time,Nearly all of the time - more than 40 times or more than 6 times per day,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,pacs_2,"At its most severe point, how strong was your craving?",,ordered,,,None at all,"Slight, that is a very mild urge",Mild urge,Moderate urge,"Strong urge, but easily controlled",Strong urge and difficult to control,Strong urge and would have drunk alcohol if it were available,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,pacs_3,How much time have you spent thinking about drinking or about how good a drink would make you feel?,,ordered,,,None at all,Less than 20 minutes,21-45 minutes,46-90 minutes,90 minutes-3 hours,Between 3 and 6 hours,More than 6 hours,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,pacs_4,How difficult would it have been to resist taking a drink if you had known a bottle were in your house?,,ordered,,,Not difficult at all,Very mildly difficult,Mildly difficult,Moderately difficult,Very difficult,Extremely difficult,Would not be able to resist,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,pacs_5,"Keeping in mind your responses to the previous questions, please rate your overall average alcohol craving for the past month.",,ordered,,,Never thought about drinking and never had the urge to drink,Rarely thought about drinking and rarely had the urge to drink,Occasionally thought about drinking and occasionally had the urge to drink,Sometimes thought about drinking and sometimes had the urge to drink,Often thought about drinking and often had the urge to drink,Thought about drinking most of the time and had the urge to drink most of the time,Thought about drinking nearly all of the time and had the urge to drink nearly all of the time,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_1,When I am in agony because of stopping or withdrawing from alcohol use,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_2,When I have a headache,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_3,When I am feeling depressed,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_4,When I am on vacation and want to relax,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_5,When I am concerned about someone,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_6,When I am very worried,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_7,When I have the urge to try just one drink to see what happens,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_8,When I am being offered a drink in a social situation,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_9,When I dream about taking a drink,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_10,When I want to test my willpower over drinking,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_11,When I am feeling a physical need or craving for alcohol,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_12,When I am physically tired,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_13,When I am experiencing some physical pain or injury,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_14,When I feel like blowing up because of frustration,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_15,When I see others drinking at a bar or at a party,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_16,When I sense everything is going wrong for me,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_17,When people I used to drink with encourage me to drink,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_18,When I am feeling angry inside,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_19,When I experience an urge or impulse to take a drink that catches me unprepared,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,aase_20,When I am excited or celebrating with others,"Item preceded by: During the past month, How confident have you been that you would not drink alcohol in the following situation.",ordered,,,Not at all ,Not very,Moderately,Very,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_1,What is your current living arrangement?,,unordered,,,Independent (living on your own or with family/others),Homeless Shelter,Homeless Unsheltered,Other,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_1_1,"If other, please specify....",,unordered,,,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_1_2,Do you live alone?,,unordered,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_1_3_1,Spouse/Significant Other,Item preceded by: Who do you live with? Check all that apply? - ,unordered,,,Spouse/Significant Other,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_1_3_2,Child/Grandchild,Item preceded by: Who do you live with? Check all that apply? - ,unordered,,,Child/Grandchild,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_1_3_3,Parent,Item preceded by: Who do you live with? Check all that apply? - ,unordered,,,Parent,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_1_3_4,Other Relative,Item preceded by: Who do you live with? Check all that apply? - ,unordered,,,Other Relative,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_1_3_5,Non-Relative,Item preceded by: Who do you live with? Check all that apply? - ,unordered,,,Non-Relative,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_1_4,How many children/grandchildren live in your household?,Item preceded by: You selected that you live with a child/grandchild. ,numeric,0,,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_1_5,How many parents live in your household?,,numeric,0,,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_1_6,How many other relatives live in your household?,,numeric,0,,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_1_7,How many non-relatives live in your household?,,numeric,0,,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_2,Have you had any psychiatric hospitalizations in the past 30 days?,,unordered,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_3,Have you been arrested in the past 30 days? ,,unordered,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_4,Have you spent at least one night in jail in the past 30 days?,,unordered,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_5,Were you a victim of any violent crime in the past 30 days?,,unordered,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_6,Were you a victim of any non-violent crime in the past 30 days? ,,unordered,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_7,Have you been enrolled in an alcohol and drug abuse treatment program in the past 30 days?,,unordered,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_8,How many individual alcohol and drug abuse counseling sessions have you attended in the past 30 days?,,numeric,0,30,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_9,How many group alcohol and drug abuse counseling sessions have you attended in the past 30 days?,(not including AA or NA meetings),numeric,0,30,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_10,How many self-help meetings like AA or NA to support your recovery have you attended in the past 30 days?,,numeric,0,30,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_11,Have you been enrolled in other counseling sessions in the past 30 days?,(don't include drug and alcohol abuse counseling sessions),unordered,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_12,How many days have you attended other counseling in the past 30 days?,,numeric,0,30,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_13,How many days were you in contact or spend time with any family member or friends who are supportive of your recovery in the past 30 days?,,numeric,0,30,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_14,How many days were you in contact or spent time with any family member or friends who are not supportive of your recovery in the past 30 days?,,numeric,0,30,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_15,"How many days did you spend much of the time at work, school, or doing volunteer work in the past 30 days?",,numeric,0,30,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_16,Has your religion or spirituality helped support your recovery in the past 30 days?,,ordered,,,Not at all,Slightly,Moderately,Considerably,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_17,Have you taken prescribed medication to help maintain abstinence from alcohol in the past 30 days?,,unordered,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_18,On how many days did you take your medication directly as prescribed in the past 30 days?,,numeric,0,30,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_19,Have you taken any prescribed other psychiatric medication in the past 30 days? ,(for mental illness other than alcohol and drug addiction),unordered,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_20,On how many days did you take other psychiatric medication directly as prescribed in the past 30 days? ,,numeric,0,30,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_21,How satisfied are you with your progress toward achieving your recovery goals in the past 30 days?,,ordered,,,Not at all,Slightly,Moderately,Considerably,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_22,Is your goal still to remain abstinent in the future? ,,ordered,,,No,Uncertain ,Yes,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,mam_23,"In the next 30 days, how confident are you in your ability to be completely abstinent from alcohol? ",,ordered,,,Not at all,Slightly,Moderately,Considerably,Extremely,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_2_1,"Tobacco products (cigarettes, chewing tobacco, cigars, etc.)","Item preceded by: In the past month, how often have you used any of the substances below? (Non-Medical Use Only) ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_2_2,"Cannabis (marijuana, pot, grass, hash, etc.)","Item preceded by: In the past month, how often have you used any of the substances below? (Non-Medical Use Only) ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_2_3,"Cocaine (coke, crack, etc.)","Item preceded by: In the past month, how often have you used any of the substances below? (Non-Medical Use Only) ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_2_4,"Amphetamine type stimulants (speed, diet pills, ecstasy, etc.","Item preceded by: In the past month, how often have you used any of the substances below? (Non-Medical Use Only) ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_2_5,"Inhalants (nitrous, glue, petrol, paint thinner, etc.)","Item preceded by: In the past month, how often have you used any of the substances below? (Non-Medical Use Only) ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_2_6,"Sedatives or Sleeping Pills (Valium, Serepax, Rohypnol, etc.)","Item preceded by: In the past month, how often have you used any of the substances below? (Non-Medical Use Only) ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_2_7,"Hallucinogens (LSD, acid, mushrooms, PCP, Special K, etc.)","Item preceded by: In the past month, how often have you used any of the substances below? (Non-Medical Use Only) ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_2_8,"Opioids (heroin, morphine, methadone, codeine, etc.)","Item preceded by: In the past month, how often have you used any of the substances below? (Non-Medical Use Only) ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_2_9,Other-Please Specify Below:,"Item preceded by: In the past month, how often have you used any of the substances below? (Non-Medical Use Only) ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_2_9_text,(text box),"Item preceded by: In the past month, how often have you used any of the substances below? (Non-Medical Use Only) ",unordered,,,,,,,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_3_1,"Tobacco products (cigarettes, chewing tobacco, cigars, etc.)","Item preceded by: During the past month, how often have you had a strong desire or urge to use any of the substances below? - ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_3_2,"Cannabis (marijuana, pot, grass, hash, etc.)","Item preceded by: During the past month, how often have you had a strong desire or urge to use any of the substances below? - ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_3_3,"Cocaine (coke, crack, etc.)","Item preceded by: During the past month, how often have you had a strong desire or urge to use any of the substances below? - ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_3_4,"Amphetamine type stimulants (speed, diet pills, ecstasy, etc.","Item preceded by: During the past month, how often have you had a strong desire or urge to use any of the substances below? - ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_3_5,"Inhalants (nitrous, glue, petrol, paint thinner, etc.)","Item preceded by: During the past month, how often have you had a strong desire or urge to use any of the substances below? - ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_3_6,"Sedatives or Sleeping Pills (Valium, Serepax, Rohypnol, etc.)","Item preceded by: During the past month, how often have you had a strong desire or urge to use any of the substances below? - ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_3_7,"Hallucinogens (LSD, acid, mushrooms, PCP, Special K, etc.)","Item preceded by: During the past month, how often have you had a strong desire or urge to use any of the substances below? - ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
followup_12.csv,survey results from follow up 1 and 2,assist_3_8,"Opioids (heroin, morphine, methadone, codeine, etc.)","Item preceded by: During the past month, how often have you had a strong desire or urge to use any of the substances below? - ",ordered,,,Never,Once or Twice,Weekly ,Daily or Almost Daily ,,,,,,,,,,,,,,,,,,,,
